player_id,Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,conference,games_played,tackles,tackles_for_loss,sacks,forced_fumbles,arm_length,hand_size,5year_approx_value,40yd_done,Vertical_done,Bench_done,Broad Jump_done,3Cone_done,Shuttle_done
11,Cliff Avril,EDGE,Purdue,75,253,4.51,32.5,27.0,117.0,6.9,4.51,Power 5,37,4.243243243243243,0.8783783783783784,0.33783783783783783,0.13513513513513514,34.625,9.75,28.0,1,1,1,1,1,1
24,Kroy Biermann,EDGE,Montana,75,246,4.85,31.5,29.0,112.0,7.08,4.56,FCS,52,4.230769230769231,0.8653846153846154,0.6153846153846154,0.17307692307692307,31.5,9.75,18.0,1,1,1,1,1,1
54,Calais Campbell,EDGE,Miami (FL),80,290,5.04,29.5,16.0,111.0,7.45,4.69,Power 5,36,3.5833333333333335,1.0833333333333333,0.5416666666666666,0.1388888888888889,35.75,9.5,32.0,1,1,1,1,1,1
72,Angelo Craig,EDGE,Cincinnati,76,252,5.07,30.5,21.0,118.0,7.208514851485148,4.396206896551725,Power 5,34,2.2941176470588234,0.5,0.20588235294117646,0.0,33.375,9.5,0.0,1,1,1,1,0,0
92,Chris Ellis,EDGE,Virginia Tech,76,263,4.71,27.0,24.088372093023256,109.0,7.64,4.65,Power 5,39,3.3846153846153846,0.717948717948718,0.48717948717948717,0.1282051282051282,32.75,9.5,2.0,1,1,0,1,1,1
111,Vernon Gholston,EDGE,Ohio State,75,266,4.65,35.5,37.0,125.0,7.12,4.4,Power 5,31,2.806451612903226,0.9838709677419355,0.7258064516129032,0.0,34.0,10.0,6.0,1,1,1,1,1,1
132,Chris Harrington,EDGE,Texas A&M,76,264,4.84,33.55744680851064,21.0,117.0,7.208514851485148,4.396206896551725,Power 5,37,3.8378378378378377,0.7162162162162162,0.36486486486486486,0.10810810810810811,33.5,9.625,0.0,1,0,1,1,0,0
135,Derrick Harvey,EDGE,Florida,77,271,4.84,28.5,31.0,113.0,7.27,4.36,Power 5,36,2.5,0.875,0.5694444444444444,0.05555555555555555,33.5,10.25,15.0,1,1,1,1,1,1
151,Marcus Howard,EDGE,Georgia,72,237,4.45,34.5,27.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,39,1.9487179487179487,0.3717948717948718,0.32051282051282054,0.10256410256410256,32.5,9.5,1.0,1,1,1,0,0,0
155,Kenny Iwebema,EDGE,Iowa,76,274,4.91,29.0,26.0,109.0,7.62,4.75,Power 5,41,2.5121951219512195,0.4878048780487805,0.32926829268292684,0.07317073170731707,33.25,9.0,2.0,1,1,1,1,1,1
159,Lawrence Jackson,EDGE,USC,76,271,4.82,31.0,31.0,108.0,7.08,4.4,Power 5,52,2.8461538461538463,0.7788461538461539,0.47115384615384615,0.1346153846153846,33.5,9.625,16.0,1,1,1,1,1,1
170,Jason Jones,EDGE,East. Michigan,77,273,4.76,25.5,18.0,123.0,7.29,4.32,Group of 5,45,3.8666666666666667,1.1111111111111112,0.3111111111111111,0.06666666666666667,36.375,9.375,18.0,1,1,1,1,1,1
181,Kendall Langford,EDGE,Hampton,77,287,4.95,27.0,24.0,114.0,7.72,4.69,FCS,47,5.0212765957446805,1.202127659574468,0.5,0.19148936170212766,33.875,8.375,32.0,1,1,1,1,1,1
190,Chris Long,EDGE,Virginia,75,272,4.75,34.0,24.088372093023256,124.0,7.02,4.21,Power 5,37,4.918918918918919,0.9864864864864865,0.5405405405405406,0.08108108108108109,32.75,10.25,33.0,1,1,0,1,1,1
209,Phillip Merling,EDGE,Clemson,76,276,4.73,33.55744680851064,17.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,38,2.9210526315789473,0.6842105263157895,0.3026315789473684,0.13157894736842105,33.5,10.25,6.0,1,0,1,0,0,0
281,Bryan Smith,EDGE,McNeese State,74,231,4.74,32.5,17.0,120.0,7.22,4.4,FCS,44,3.25,0.9204545454545454,0.6363636363636364,0.13636363636363635,33.25,9.75,1.0,1,1,1,1,1,1
304,Jeremy Thompson,EDGE,Wake Forest,76,264,4.75,32.0,25.0,117.0,6.97,4.23,Power 5,46,2.0869565217391304,0.3804347826086957,0.16304347826086957,0.06521739130434782,35.375,10.0,1.0,1,1,1,1,1,1
335,Robert Ayers,EDGE,Tennessee,75,272,4.77,29.5,18.0,102.0,7.56,4.51,Power 5,48,2.3541666666666665,0.65625,0.1875,0.0,33.0,10.0,16.0,1,1,1,1,1,1
339,Connor Barwin,EDGE,Cincinnati,76,256,4.47,40.5,21.0,128.0,6.87,4.18,Power 5,14,3.5,1.0357142857142858,0.7857142857142857,0.0,33.75,10.0,26.0,1,1,1,1,1,1
364,Everette Brown,EDGE,Florida State,73,256,4.65,31.5,26.0,114.0,7.55,4.53,Power 5,39,2.5384615384615383,1.1923076923076923,0.5897435897435898,0.1282051282051282,33.0,10.25,6.0,1,1,1,1,1,1
404,Will Davis,EDGE,Illinois,74,261,4.84,33.0,27.0,115.0,7.38,4.45,Power 5,37,2.5675675675675675,0.6216216216216216,0.40540540540540543,0.08108108108108109,32.625,9.25,3.0,1,1,1,1,1,1
437,Jarron Gilbert,EDGE,San Jose State,77,288,4.81,35.5,28.0,119.0,7.7,4.56,Group of 5,47,3.0851063829787235,0.8936170212765957,0.4574468085106383,0.06382978723404255,34.25,10.25,0.0,1,1,1,1,1,1
473,Tyson Jackson,EDGE,LSU,76,296,4.94,28.5,24.088372093023256,102.0,7.64,4.8,Power 5,53,2.2830188679245285,0.5,0.32075471698113206,0.03773584905660377,36.75,10.75,26.0,1,1,0,1,1,1
488,Michael Johnson,EDGE,Georgia Tech,79,266,4.61,38.5,28.0,128.0,7.42,4.37,Power 5,50,2.14,0.61,0.38,0.2,34.375,10.25,31.0,1,1,1,1,1,1
498,Paul Kruger,EDGE,Utah,76,263,4.79,32.5,24.0,108.0,7.52,4.47,Power 5,26,4.769230769230769,0.9230769230769231,0.40384615384615385,0.11538461538461539,32.75,9.5,15.0,1,1,1,1,1,1
521,Clay Matthews,EDGE,USC,75,240,4.58,35.5,23.0,121.0,6.9,4.18,Power 5,47,2.0638297872340425,0.2872340425531915,0.11702127659574468,0.0851063829787234,32.25,9.5,50.0,1,1,1,1,1,1
524,Aaron Maybin,EDGE,Penn State,76,249,4.64,38.0,22.0,124.0,7.52,4.38,Power 5,26,2.3461538461538463,0.9423076923076923,0.6153846153846154,0.15384615384615385,35.25,10.125,5.0,1,1,1,1,1,1
544,Kyle Moore,EDGE,USC,77,272,4.76,30.5,22.0,105.0,7.4,4.47,Power 5,49,1.5510204081632653,0.2653061224489796,0.14285714285714285,0.02040816326530612,33.25,9.75,8.0,1,1,1,1,1,1
562,Brian Orakpo,EDGE,Texas,75,263,4.63,39.5,31.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,47,2.1914893617021276,0.7340425531914894,0.48936170212765956,0.1276595744680851,33.5,9.5,36.0,1,1,1,0,0,0
598,Matt Shaughnessy,EDGE,Wisconsin,77,266,4.86,30.5,24.0,112.0,7.68,4.88,Power 5,51,3.196078431372549,0.5980392156862745,0.2647058823529412,0.0784313725490196,35.625,10.75,21.0,1,1,1,1,1,1
601,Lawrence Sidbury,EDGE,Richmond,74,266,4.53,35.0,28.0,120.0,7.46,4.43,FCS,45,2.7333333333333334,0.6555555555555556,0.5666666666666667,0.15555555555555556,35.625,10.75,5.0,1,1,1,1,1,1
614,Stryker Sulak,EDGE,Missouri,76,251,4.63,31.0,22.0,113.0,7.31,4.58,Power 5,52,3.519230769230769,0.6826923076923077,0.41346153846153844,0.25,32.25,9.5,0.0,1,1,1,1,1,1
633,David Veikune,EDGE,Hawaii,74,257,4.75,33.0,35.0,110.0,7.2,4.46,Group of 5,41,2.8536585365853657,0.6829268292682927,0.43902439024390244,0.0975609756097561,33.25,10.375,1.0,1,1,1,1,1,1
646,Brandon Williams,EDGE,Texas Tech,74,261,4.78,33.0,24.088372093023256,112.0,7.23,4.49,Power 5,39,2.1794871794871793,0.782051282051282,0.5641025641025641,0.1794871794871795,32.5,8.625,0.0,1,1,0,1,1,1
657,Jarius Wynn,EDGE,Georgia,75,275,4.94,31.5,19.0,107.0,7.4,4.58,Power 5,26,1.2692307692307692,0.19230769230769232,0.15384615384615385,0.0,33.25,9.25,7.0,1,1,1,1,1,1
708,Alex Carrington,EDGE,Arkansas State,77,285,4.92,33.55744680851064,26.0,117.49130434782609,7.208514851485148,4.396206896551725,Group of 5,48,2.6875,0.59375,0.3229166666666667,0.10416666666666667,33.25,10.5,7.0,1,0,1,0,0,0
730,Jermaine Cunningham,EDGE,Florida,75,266,4.89,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,45,3.3555555555555556,0.7333333333333333,0.4111111111111111,0.1111111111111111,33.75,10.375,8.0,1,0,0,0,0,0
734,Hall Davis,EDGE,Louisiana-Lafayette,76,271,4.84,33.55744680851064,28.0,117.49130434782609,7.208514851485148,4.396206896551725,Group of 5,47,1.2553191489361701,0.22340425531914893,0.1276595744680851,0.0425531914893617,33.75,10.25,0.0,1,0,1,0,0,0
746,Carlos Dunlap,EDGE,Florida,78,277,4.68,31.5,21.0,111.0,7.21,4.61,Power 5,39,2.1538461538461537,0.6666666666666666,0.5,0.05128205128205128,34.625,10.0,28.0,1,1,1,1,1,1
757,Clifton Geathers,EDGE,South Carolina,79,299,4.98,36.0,26.0,112.0,7.69,4.396206896551725,Power 5,34,2.1176470588235294,0.35294117647058826,0.17647058823529413,0.08823529411764706,37.75,11.125,1.0,1,1,1,1,1,0
765,Brandon Graham,EDGE,Michigan,73,268,4.71,33.55744680851064,31.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,46,3.0,1.2173913043478262,0.6413043478260869,0.17391304347826086,32.25,9.875,10.0,1,0,1,0,0,0
772,Everson Griffen,EDGE,USC,75,273,4.65,33.55744680851064,32.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,36,2.3333333333333335,0.5833333333333334,0.5,0.08333333333333333,32.625,10.0,18.0,1,0,1,0,0,0
779,Greg Hardy,EDGE,Mississippi,76,281,4.82,35.0,21.0,117.0,7.25,4.65,Power 5,40,3.675,0.9875,0.6625,0.175,34.0,9.75,29.0,1,1,1,1,1,1
788,Jerry Hughes,EDGE,TCU,74,255,4.65,34.5,26.0,118.0,6.99,4.15,Power 5,49,2.8979591836734695,0.826530612244898,0.5816326530612245,0.16326530612244897,33.0,9.75,19.0,1,1,1,1,1,1
811,Jammie Kirlew,EDGE,Indiana,73,260,5.05,33.0,26.0,111.0,7.5,4.74,Power 5,48,4.583333333333333,1.09375,0.4791666666666667,0.1875,33.25,9.625,0.0,1,1,1,1,1,1
827,Erik Lorig,EDGE,Stanford,75,281,4.86,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,41,2.317073170731707,0.4146341463414634,0.14634146341463414,0.04878048780487805,32.5,10.125,2.0,1,0,0,0,0,0
858,Derrick Morgan,EDGE,Georgia Tech,75,266,4.77,34.0,24.088372093023256,112.0,7.12,4.43,Power 5,39,2.948717948717949,0.7564102564102564,0.5,0.05128205128205128,34.5,9.75,24.0,1,1,0,1,1,1
881,Jason Pierre-Paul,EDGE,South Florida,77,270,4.71,30.5,19.0,115.0,7.18,4.67,Power 5,13,3.4615384615384617,1.2692307692307692,0.5,0.15384615384615385,34.75,10.375,40.0,1,1,1,1,1,1
907,George Selvie,EDGE,South Florida,76,252,4.93,30.5,24.0,109.0,7.48,4.63,Power 5,51,4.03921568627451,1.3529411764705883,0.5588235294117647,0.1568627450980392,34.5,9.375,5.0,1,1,1,1,1,1
928,Daniel Te'o-Nesheim,EDGE,Washington,75,263,4.73,37.0,29.0,121.0,6.91,4.18,Power 5,49,3.9591836734693877,0.9387755102040817,0.5918367346938775,0.16326530612244897,33.75,10.5,12.0,1,1,1,1,1,1
941,Adrian Tracy,EDGE,William & Mary,75,248,4.76,35.5,20.0,110.0,7.08,4.34,FCS,46,3.5,0.7065217391304348,0.5108695652173914,0.1956521739130435,33.5,9.5,1.0,1,1,1,1,1,1
970,C.J. Wilson,EDGE,East Carolina,75,290,4.83,33.0,32.0,116.0,7.208514851485148,4.77,Group of 5,54,3.5555555555555554,0.8425925925925926,0.5,0.07407407407407407,33.125,10.0,12.0,1,1,1,1,0,1
971,E.J. Wilson,EDGE,North Carolina,74,286,4.97,29.5,23.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,50,3.0,0.58,0.24,0.12,32.75,10.0,0.0,1,1,1,0,0,0
978,Corey Wootton,EDGE,Northwestern,78,270,4.92,33.55744680851064,20.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,53,2.943396226415094,0.7169811320754716,0.36792452830188677,0.05660377358490566,34.75,10.25,0.0,1,0,1,0,0,0
979,Jason Worilds,EDGE,Virginia Tech,73,254,4.65,38.0,24.0,114.0,6.95,4.29,Power 5,39,3.282051282051282,0.8717948717948718,0.38461538461538464,0.07692307692307693,32.875,9.25,24.0,1,1,1,1,1,1
983,Willie Young,EDGE,North Carolina State,77,251,4.88,38.0,25.0,118.0,7.24,4.56,Power 5,49,3.9591836734693877,0.9387755102040817,0.40816326530612246,0.08163265306122448,34.5,10.25,14.0,1,1,1,1,1,1
984,Sam Acho,EDGE,Texas,74,262,4.67,33.5,23.0,112.0,6.69,4.32,Power 5,49,2.795918367346939,0.6632653061224489,0.42857142857142855,0.16326530612244897,33.5,9.75,24.0,1,1,1,1,1,1
997,Allen Bailey,EDGE,Miami (FL),75,285,4.71,36.5,27.0,117.0,7.43,4.56,Power 5,50,2.14,0.62,0.38,0.04,32.5,9.5,19.0,1,1,1,1,1,1
1001,Christian Ballard,EDGE,Iowa,76,283,4.75,31.5,24.088372093023256,111.0,7.54,4.51,Power 5,49,3.122448979591837,0.4387755102040816,0.24489795918367346,0.04081632653061224,33.0,10.125,3.0,1,1,0,1,1,1
1004,Jeremy Beal,EDGE,Oklahoma,74,262,5.14,28.5,22.0,106.0,7.19,4.46,Power 5,54,4.148148148148148,1.0833333333333333,0.5370370370370371,0.18518518518518517,33.125,9.875,0.0,1,1,1,1,1,1
1012,Da'Quan Bowers,EDGE,Clemson,75,280,4.92,33.55744680851064,22.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,38,3.9473684210526314,1.1710526315789473,0.5131578947368421,0.02631578947368421,33.125,10.25,7.0,1,0,1,0,0,0
1043,Adrian Clayborn,EDGE,Iowa,75,281,4.78,33.0,24.088372093023256,113.0,7.3,4.13,Power 5,50,3.84,0.75,0.38,0.14,32.5,9.75,16.0,1,1,0,1,1,1
1066,Ricky Elmore,EDGE,Arizona,76,255,4.88,31.5,26.0,106.0,7.25,4.32,Power 5,51,2.5098039215686274,0.6568627450980392,0.5,0.058823529411764705,31.75,9.125,0.0,1,1,1,1,1,1
1105,Cameron Heyward,EDGE,Ohio State,77,294,4.95,30.0,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,52,3.1346153846153846,0.7211538461538461,0.2980769230769231,0.038461538461538464,34.25,10.125,27.0,1,1,0,0,0,0
1115,Justin Houston,EDGE,Georgia,75,270,4.62,36.5,30.0,125.0,6.95,4.37,Power 5,36,3.4722222222222223,1.0555555555555556,0.5555555555555556,0.05555555555555555,34.5,10.875,48.0,1,1,1,1,1,1
1139,Cameron Jordan,EDGE,California,76,287,4.74,31.0,25.0,117.0,7.07,4.37,Power 5,50,3.5,0.68,0.33,0.08,35.0,11.125,42.0,1,1,1,1,1,1
1146,Ryan Kerrigan,EDGE,Purdue,76,267,4.67,33.5,31.0,122.0,7.18,4.39,Power 5,48,4.375,1.1875,0.6979166666666666,0.2916666666666667,33.375,9.5,41.0,1,1,1,1,1,1
1171,Cliff Matthews,EDGE,South Carolina,75,257,4.81,32.0,17.0,112.0,7.21,4.37,Power 5,51,2.9215686274509802,0.5098039215686274,0.30392156862745096,0.13725490196078433,34.0,9.75,3.0,1,1,1,1,1,1
1178,Pernell McPhee,EDGE,Mississippi State,75,278,4.91,28.5,20.0,107.0,7.13,4.59,Power 5,25,3.64,0.88,0.28,0.08,34.375,9.0,17.0,1,1,1,1,1,1
1180,Von Miller,EDGE,Texas A&M,75,246,4.42,37.0,21.0,126.0,6.7,4.06,Power 5,47,3.851063829787234,1.074468085106383,0.7021276595744681,0.2127659574468085,33.5,9.25,64.0,1,1,1,1,1,1
1198,Cheta Ozougwu,EDGE,Rice,74,247,4.84,34.5,26.0,119.0,7.06,4.31,Group of 5,46,4.304347826086956,0.5434782608695652,0.2391304347826087,0.08695652173913043,31.0,9.375,0.0,1,1,1,1,1,1
1214,Robert Quinn,EDGE,North Carolina,76,265,4.62,34.0,22.0,116.0,7.13,4.4,Power 5,25,3.44,1.02,0.52,0.32,34.0,10.125,41.0,1,1,1,1,1,1
1216,Brooks Reed,EDGE,Arizona,74,263,4.65,30.5,30.0,113.0,7.11,4.28,Power 5,45,2.533333333333333,0.5555555555555556,0.37777777777777777,0.1111111111111111,32.25,10.0,28.0,1,1,1,1,1,1
1217,D'Aundre Reed,EDGE,Arizona,76,261,4.84,35.5,30.0,119.0,7.24,4.32,Power 5,46,1.8043478260869565,0.25,0.13043478260869565,0.043478260869565216,33.5,10.25,0.0,1,1,1,1,1,1
1226,Greg Romeus,EDGE,Pittsburgh,77,264,4.79,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,40,3.55,0.9625,0.4875,0.1,35.0,10.875,0.0,1,0,0,0,0,0
1243,Jabaal Sheard,EDGE,Pittsburgh,75,264,4.68,31.0,24.088372093023256,115.0,7.208514851485148,4.396206896551725,Power 5,45,3.1555555555555554,0.7888888888888889,0.43333333333333335,0.1111111111111111,33.5,10.0,28.0,1,1,0,1,0,0
1252,Aldon Smith,EDGE,Missouri,76,263,4.74,34.0,20.0,118.0,7.19,4.5,Power 5,23,3.4347826086956523,1.0,0.6304347826086957,0.043478260869565216,35.375,9.75,29.0,1,1,1,1,1,1
1287,J.J. Watt,EDGE,Wisconsin,77,290,4.81,37.0,34.0,120.0,6.88,4.21,Power 5,16,6.625,2.28125,0.71875,0.1875,34.0,11.125,90.0,1,1,1,1,1,1
1291,Markus White,EDGE,Florida State,75,266,4.86,32.5,14.0,117.0,7.25,4.51,Power 5,40,3.275,0.7125,0.275,0.075,33.375,10.0,0.0,1,1,1,1,1,1
1317,Frank Alexander,EDGE,Oklahoma,76,270,4.8,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,48,2.9583333333333335,0.9166666666666666,0.4270833333333333,0.125,35.0,9.75,6.0,1,0,0,0,0,0
1333,Jake Bequette,EDGE,Arkansas,77,274,4.75,34.0,24.088372093023256,113.0,6.9,4.07,Power 5,48,2.625,0.6458333333333334,0.4895833333333333,0.16666666666666666,32.0,9.25,0.0,1,1,0,1,1,1
1345,Andre Branch,EDGE,Clemson,76,259,4.67,32.5,19.0,120.0,7.19,4.25,Power 5,48,3.7291666666666665,0.7083333333333334,0.3645833333333333,0.020833333333333332,34.0,9.0,16.0,1,1,1,1,1,1
1369,Quinton Coples,EDGE,North Carolina,78,284,4.69,31.5,25.0,109.0,7.57,4.78,Power 5,51,2.823529411764706,0.7941176470588235,0.47058823529411764,0.09803921568627451,33.25,10.25,18.0,1,1,1,1,1,1
1374,Jack Crawford,EDGE,Penn State,77,274,4.74,33.0,24.088372093023256,116.0,7.15,4.25,Power 5,36,2.361111111111111,0.7361111111111112,0.3888888888888889,0.027777777777777776,33.75,10.25,9.0,1,1,0,1,1,1
1375,Tyrone Crawford,EDGE,Boise State,76,275,4.82,33.0,28.0,113.0,7.09,4.44,Group of 5,25,3.04,1.08,0.54,0.16,33.75,9.5,21.0,1,1,1,1,1,1
1377,Jared Crick,EDGE,Nebraska,76,279,4.91,31.0,24.088372093023256,104.0,7.47,4.4,Power 5,40,4.175,0.7375,0.5,0.025,32.0,10.125,30.0,1,1,0,1,1,1
1381,Vinny Curry,EDGE,Marshall,75,266,4.87,32.0,24.088372093023256,110.0,6.9,4.4,Group of 5,45,5.311111111111111,1.0888888888888888,0.5888888888888889,0.2222222222222222,32.75,9.25,8.0,1,1,0,1,1,1
1421,Trevor Guyton,EDGE,California,75,285,5.01,31.0,24.088372093023256,105.0,7.45,4.53,Power 5,43,2.116279069767442,0.5813953488372093,0.2558139534883721,0.046511627906976744,33.0,10.25,0.0,1,1,0,1,1,1
1448,Melvin Ingram,EDGE,South Carolina,73,264,4.69,34.5,28.0,109.0,6.83,4.18,Power 5,50,2.22,0.61,0.43,0.02,31.5,9.625,22.0,1,1,1,1,1,1
1449,Bruce Irvin,EDGE,West Virginia,75,245,4.41,33.5,23.0,123.0,6.7,4.03,Power 5,26,2.3461538461538463,1.1153846153846154,0.8653846153846154,0.19230769230769232,33.375,9.625,30.0,1,1,1,1,1,1
1460,Cam Johnson,EDGE,Virginia,75,268,4.75,35.0,24.088372093023256,105.0,7.2,4.38,Power 5,42,3.0952380952380953,0.7738095238095238,0.2976190476190476,0.09523809523809523,33.5,9.0,5.0,1,1,0,1,1,1
1468,Chandler Jones,EDGE,Syracuse,77,266,4.77,35.0,22.0,120.0,7.07,4.38,Power 5,32,4.59375,0.84375,0.3125,0.15625,35.5,10.375,41.0,1,1,1,1,1,1
1485,Ronnell Lewis,EDGE,Oklahoma,74,253,4.65,31.0,36.0,112.0,7.09,4.4,Power 5,34,3.4705882352941178,0.6029411764705882,0.29411764705882354,0.08823529411764706,32.5,9.25,1.0,1,1,1,1,1,1
1501,Jonathan Massaquoi,EDGE,Troy,74,264,4.81,33.5,20.0,120.0,7.38,4.53,Group of 5,48,3.1666666666666665,1.0520833333333333,0.4479166666666667,0.08333333333333333,33.375,10.125,6.0,1,1,1,1,1,1
1515,Whitney Mercilus,EDGE,Illinois,76,261,4.68,32.0,27.0,118.0,7.17,4.53,Power 5,37,2.189189189189189,0.7837837837837838,0.4864864864864865,0.2972972972972973,33.875,9.25,38.0,1,1,1,1,1,1
